"Target","Indice","Method","r","Paper_ID"
"Friend","RT","First-Second",0.722734925045418,"Pn23E1"
"Friend","RT","Odd-Even",0.797293013824091,"Pn23E1"
"Friend","RT","Permuted",0.752686767464203,"Pn23E1"
"Friend","ACC","First-Second",0.435563181395386,"Pn23E1"
"Friend","ACC","Odd-Even",0.612884259325012,"Pn23E1"
"Friend","ACC","Permuted",0.586061950249612,"Pn23E1"
"Friend","d Prime","First-Second",0.445394849830777,"Pn23E1"
"Friend","d Prime","Odd-Even",0.516962685274939,"Pn23E1"
"Friend","d Prime","Permuted",0.391171995305092,"Pn23E1"
"Friend","Efficiency","First-Second",0.585479340774655,"Pn23E1"
"Friend","Efficiency","Odd-Even",0.645015805593166,"Pn23E1"
"Friend","Efficiency","Permuted",0.691947909613704,"Pn23E1"
"Friend","ezDDM v","First-Second",0.48600146074804,"Pn23E1"
"Friend","ezDDM v","Odd-Even",0.663617517573372,"Pn23E1"
"Friend","ezDDM v","Permuted",0.587650141493762,"Pn23E1"
"Friend","ezDDM z","First-Second",0.0806339901017222,"Pn23E1"
"Friend","ezDDM z","Odd-Even",0.298802611203477,"Pn23E1"
"Friend","ezDDM z","Permuted",0.128992744718774,"Pn23E1"
"Friend","rwDDM v","First-Second",0.42918453620475,"Pn23E1"
"Friend","rwDDM v","Odd-Even",0.443331316818175,"Pn23E1"
"Friend","rwDDM v","Permuted",0.423713761996708,"Pn23E1"
"Friend","rwDDM z","First-Second",0.157405566362484,"Pn23E1"
"Friend","rwDDM z","Odd-Even",0.015543431587251,"Pn23E1"
"Friend","rwDDM z","Permuted",0.168417169004271,"Pn23E1"
"Stranger","RT","First-Second",0.827113134838084,"Pn23E1"
"Stranger","RT","Odd-Even",0.862265792545199,"Pn23E1"
"Stranger","RT","Permuted",0.801198950871491,"Pn23E1"
"Stranger","ACC","First-Second",0.725190852087052,"Pn23E1"
"Stranger","ACC","Odd-Even",0.753190194119334,"Pn23E1"
"Stranger","ACC","Permuted",0.769386074892459,"Pn23E1"
"Stranger","d Prime","First-Second",0.496647849494612,"Pn23E1"
"Stranger","d Prime","Odd-Even",0.593637788464056,"Pn23E1"
"Stranger","d Prime","Permuted",0.553158136844942,"Pn23E1"
"Stranger","Efficiency","First-Second",0.73656229640581,"Pn23E1"
"Stranger","Efficiency","Odd-Even",0.816014622009283,"Pn23E1"
"Stranger","Efficiency","Permuted",0.787115228482198,"Pn23E1"
"Stranger","ezDDM v","First-Second",0.72383669489521,"Pn23E1"
"Stranger","ezDDM v","Odd-Even",0.711863129079539,"Pn23E1"
"Stranger","ezDDM v","Permuted",0.740224902185938,"Pn23E1"
"Stranger","ezDDM z","First-Second",0.162585673092001,"Pn23E1"
"Stranger","ezDDM z","Odd-Even",0.395244297656439,"Pn23E1"
"Stranger","ezDDM z","Permuted",0.308974927943473,"Pn23E1"
"Stranger","rwDDM v","First-Second",0.504924619192996,"Pn23E1"
"Stranger","rwDDM v","Odd-Even",0.479266017352365,"Pn23E1"
"Stranger","rwDDM v","Permuted",0.510253828062667,"Pn23E1"
"Stranger","rwDDM z","First-Second",0.208440407863178,"Pn23E1"
"Stranger","rwDDM z","Odd-Even",0.0799036659142398,"Pn23E1"
"Stranger","rwDDM z","Permuted",0.160025470368464,"Pn23E1"
